meanSpecCentroid,stdSpecCentroid,meanSpecBandwidth,stdSpecBandwidth,meanSpecContrast,stdSpecContrast,meanSpecRollof,stdSpecRollof,meanSpecFlux,stdSpecFlux,meanZCR,stdZCR,meanTempo,stdTempo,meanMFCC_01,stdMFCC_01,meanMFCC_02,stdMFCC_02,meanMFCC_03,stdMFCC_03,meanMFCC_04,stdMFCC_04,meanMFCC_05,stdMFCC_05,meanMFCC_06,stdMFCC_06,meanMFCC_07,stdMFCC_07,meanMFCC_08,stdMFCC_08,meanMFCC_09,stdMFCC_09,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,meanChromaSTFT_01,stdChromaSTFT_01,meanChromaSTFT_02,stdChromaSTFT_02,meanChromaSTFT_03,stdChromaSTFT_03,meanChromaSTFT_04,stdChromaSTFT_04,meanChromaSTFT_05,stdChromaSTFT_05,meanChromaSTFT_06,stdChromaSTFT_06,meanChromaSTFT_07,stdChromaSTFT_07,meanChromaSTFT_08,stdChromaSTFT_08,meanChromaSTFT_09,stdChromaSTFT_09,meanChromaSTFT_10,stdChromaSTFT_10,meanChromaSTFT_11,stdChromaSTFT_11,meanChromaSTFT_12,stdChromaSTFT_12,meanMelScale_01,stdMelScale_01,meanMelScale_02,stdMelScale_02,meanMelScale_03,stdMelScale03,meanMelScale_04,stdMelScale_04,meanMelScale_05,stdMelScale_05,meanMelScale_06,stdMelScale_06,meanMelScale_07,stdMelScale_07,meanMelScale_08,stdMelScale_08,meanMelScale_09,stdMelScale_09,meanMelScale_10,stdMelScale_10,meanTonnetz_01,stdTonnetz_01,meanTonnetz_02,stdTonnetz_02,meanTonnetz_03,stdTonnetz_03,meanTonnetz_04,stdTonnetz_04,meanTonnetz_05,stdTonnetz_05,meanTonnetz_06,stdTonnetz_06,genre
-0.38140754100634655,-0.6911474856889079,-0.18727994894502298,-0.5722645120353036,-0.10729088571843004,0.3499015826805716,-0.23666809204206707,-0.4553562796587797,-0.23425666260694022,-0.4591219440271036,-0.5058710282390234,-0.7843432516998987,-0.15809523809523784,-1.0,0.4929318130422246,-0.5914108486300836,0.14782084399064166,-0.7341654746234136,-0.1426716965265915,-0.5087290199641247,0.26837169084244084,-0.5439693794055239,-0.12747168510237214,-0.5439271978145582,0.24025009708470124,-0.5662601324870544,-0.31615486017244876,-0.49874373749033885,0.4551354738145851,-0.22086324394664336,-0.08720716956227836,-0.3945309484529118,0.09085645033406942,-0.11437812829513105,-0.1747815226021942,-0.7169310801969704,0.3797565526739683,-0.8263312743019228,0.065191564416127,-0.8024776525355567,-0.21590353982407973,0.4591855597199537,-0.21831525256257833,0.14076689222028493,-0.08201195058065558,0.30661381808443466,-0.45866753661994963,-0.09569292076874825,-0.3404814152321344,0.25863657861624456,-0.36435337139080326,0.2939188036539251,-0.20551476146373127,0.23272441203935323,-0.14870329336113985,0.3107564683279169,-0.4787517949851271,-0.0689112055876755,-0.2574224607854294,0.3104750336036606,-0.4514529612641699,0.19370271110241633,-0.23976309292304754,0.21831763055860276,0.4620098626005534,-0.6225185127169323,0.45692310660964175,-0.6688210155982084,0.4222880792002347,-0.6614999424951149,0.4075855661516527,-0.6464112365629395,0.47435857196780495,-0.53666432540003,0.5228432664856648,-0.6604653108395724,0.5795155961782175,-0.6008382777307697,0.6071688059710526,-0.6346568318822456,0.5863457700262437,-0.4919638236734548,0.6649479215237727,-0.5597667039573245,0.017238108601494426,-0.775481589072059,-0.0655372628095984,-0.7353412653376923,0.181923485772652,-0.5576952687159615,0.07470222427414674,-0.6853293122956108,0.1089379413225963,-0.758716669214007,-0.2554016827071106,-0.7564574734533482,Blues
-0.5596809536722678,-0.4634329830230647,-0.1395012012355603,-0.41469023849799924,-0.21465187103669248,0.2747412537160676,-0.3338167215126331,0.0188360258585345,-0.15559645155749147,-0.07879688089259718,-0.7895557934393853,-0.7267590470453935,-0.45919999999999983,-1.0,0.12313466096323467,0.054810947769879714,0.0832826489699725,-0.6093411311291977,0.2967212930315898,-0.29593455324021933,0.24392337211755044,-0.37931652374392877,0.21209681744132128,-0.24518092478624087,0.3168139817209531,-0.4814497542540842,-0.0045136502408350265,0.8350143401438253,0.6629937768975946,-0.08243261366344834,0.10530268818051164,0.31586116092183536,0.06734624466866407,0.10346009522700439,0.11225402994280147,-0.6113766384996222,0.4661849356400646,-0.7713349831225618,0.2705955765968924,-0.480038305949136,0.4046409619349629,0.6714017164323163,0.03900422113794444,0.3121848402178784,-0.27182055868482335,0.04429944133103714,-0.4861093461505468,-0.10809780868536922,-0.6009376356902274,-0.17111548933181608,-0.5439536249880548,0.12609897926601077,-0.31626499940574393,0.04732843452022539,-0.05172878127474534,0.3370191109570475,-0.19961677370702746,0.21960806781696363,-0.34048979118967426,-0.06400153242758977,-0.3272420652538125,0.07795492325118136,0.17510527889649108,0.15619175924402895,0.4641443841357453,-0.43427504538243134,0.5475263891553406,-0.4420725971434798,0.4345938638742314,-0.3960796899227055,0.3362306413919315,-0.3586186669694462,0.4843137302327939,-0.316573159745438,0.40439543888975804,-0.45169403311354295,0.38813379515144897,-0.33864172861890607,0.44877079931005787,-0.41682056601663897,0.3629493938117054,-0.11740913655012775,0.49526068414833957,-0.16204041849369188,0.006001630148818146,-0.7627351078478877,0.06196227952190253,-0.7216857128385555,0.31638564943339587,-0.5418864936367175,0.19777083448334373,-0.6049078611729829,0.1176785527599904,-0.6551755208838335,-0.1790628931399918,-0.6930190849340583,Blues
-0.5007261871479872,-0.5206686976371432,-0.35214522797255055,-0.7043730789270359,0.11084071322233591,0.34220151427441237,-0.4132411177422053,-0.48689596478588315,0.01549127133180872,-0.19277320292653377,-0.5900985005020455,-0.5566171132193195,0.28470588235294114,-1.0,0.534450509630116,-0.5278945415082742,0.2777680784701593,-0.31952417149318924,-0.16932168685735338,-0.47173912488345615,0.10597445662776672,-0.5050162616318392,-0.3753003267471631,-0.3797729182723436,0.38298778497115205,-0.4558813443236174,-0.2560803346614295,-0.0044104970518796804,0.23305906417517147,0.4018089684668138,-0.06972466090669716,-0.5585010512446973,-0.14182453971484524,-0.1663382427076061,-0.35421547756426364,-0.6647039412216077,0.18010732845572727,-0.7515518925528639,-0.09446738279078115,-0.6474500021878005,-0.4711921646314573,-0.13489874203055408,-0.6448327390572673,-0.34536214883816263,-0.275261730428206,0.02950784523150851,0.137285088045497,0.2389445330285016,0.39095781947642383,0.6107784539561387,-0.3366771351830664,0.03202091464163348,-0.39030744384524196,-0.12109251433377799,-0.35407584537641257,0.030570400525639085,-0.2450738753237387,0.054234367305593834,-0.11107780824506475,0.31740838860525855,-0.25058860437835073,0.16382547311955697,0.22783694533817322,0.45775791310948466,0.16825191736294542,-0.6063200742635085,0.22671986135194105,-0.37630448229076585,0.3971076601922278,-0.20661860266312548,0.5215331950472222,-0.41543491636595165,0.5509213420735615,-0.6144572581964176,0.6629764862598385,-0.6949482955204284,0.6558342368465603,-0.7191623407173149,0.6502032432301539,-0.630654345238931,0.7131602134361756,-0.3132376914198959,0.695674779976323,-0.3410732452594286,0.16216148897060098,-0.5535419480754122,-0.22141189042503662,-0.7438224701391939,0.43158893284498856,-0.5044210738328353,0.14993628692336225,-0.5179364895126836,0.06528583484541774,-0.4875630225244435,-0.38489802482256996,-0.7056986930630791,Blues
-0.8729667703747972,-0.7439289022415652,-0.6356848022458291,-0.5960139154096358,-0.06954388172646109,0.0434304690708458,-0.7726588209046795,-0.5509064608097655,-0.49972980787315935,-0.2020704998570274,-0.943024056693802,-0.9201295279580526,0.7828571428571434,-1.0,0.14368470322458138,-0.27913387462272565,0.4857824411008034,-0.5825676026673688,0.19911230825777582,-0.5219923295224012,-0.0027861779386121333,-0.680760307247015,0.2558718036128841,-0.4852035570715003,-0.011188552595688017,-0.5118250833953534,0.3150771882696622,-0.4845663032283898,0.24849084351946954,-0.4120997453623947,0.46970547467800056,-0.5130876956059709,-0.03096597471778184,-0.7474647733048666,0.29304422499312643,-0.7763843821807173,0.10499180973493666,-0.9254917203361299,0.2029600936081652,-0.847504502789076,-0.40025656845578717,-0.14093262150493358,-0.2543561480550567,-0.19264804911893196,0.11759959882906568,0.31560277913130586,0.4890791363484144,0.22202278850812762,0.7503428115389961,0.4202479819378875,0.0018342855200359498,0.354000320596342,-0.39310468756026296,-0.34854803957675573,-0.561459229974687,-0.36713456861205906,-0.6307058068349651,-0.4481905902470672,-0.3087045743965716,0.3139154661032495,-0.44469572074023267,0.27547917969041813,-0.17164456444389142,0.5453692544299991,0.0052153153772642735,-0.5167022857754607,0.6235550108042487,-0.5544707014301461,0.7706777329014856,-0.4750972817291773,0.675385294009794,-0.5433723403632582,0.45153383433186367,-0.4087241799175917,0.5354248151470791,-0.573064431637465,0.4696779261425666,-0.5860519932612785,0.38582628478174097,-0.49529233832522945,0.5036553772204732,-0.32882752198272136,0.48029570802871246,-0.3511442156871707,0.22992362510463038,-0.2867538884081239,-0.3113611833326181,-0.5540173220286485,0.4577767434842813,-0.31489544662260505,0.30325097126300576,-0.14120774800474944,0.11165920588862903,-0.08171116365779874,-0.5169855256726338,-0.40784924660385935,Blues
-0.23611239394035088,-0.24381445234988253,-0.3103270068823294,-0.5320991168530592,0.19038162205885323,0.27076880909997425,-0.19814577252248056,-0.129946252447523,-0.12100985023881217,-0.3225525579828885,-0.20544034786360965,-0.400993145879738,0.04000000000000048,-1.0,0.3975288550147154,-0.41335810491214053,0.06445669097293605,0.05036509493356278,-0.2860251462264024,-0.5791745426625984,-0.02567031827810784,-0.3278461759732507,-0.8220264501667466,-0.35138566457030906,0.1265844128006121,-0.18488665281225858,-0.5728342163692361,-0.056498111271524154,0.024575091973973145,0.29592467422755897,-0.21213291448378568,-0.060416807057798616,-0.2530224434517141,0.13557053689207166,-0.43603373981885907,-0.6724663654263965,-0.18033724805615747,-0.7172122639022054,0.16649378906422221,-0.22219306980386855,-0.6093165575258046,-0.22688206834954483,0.06825989108200758,0.5675492524461807,0.10518970923307092,0.3556435157693427,-0.393911374956767,0.32735527955549437,-0.7328871737740235,-0.5695768736727796,-0.24308094590804996,0.5068395380995143,-0.5963567555090196,-0.267145297464608,-0.8321475184432156,-0.6545591943985009,-0.3197176807485326,0.30764039939949095,-0.15388740269220103,0.004911429757295416,-0.15200986058712818,0.5325263105623703,-0.4600365886558174,-0.11346833870722262,-0.24968111742729482,-0.6608776652627277,-0.3598647848044946,-0.6473876614355016,-0.00026579843112342627,-0.5469143827312104,0.08299224862071798,-0.6412184050653565,-0.006243155542358353,-0.6268555681462333,0.11037468253058211,-0.7484346265350967,0.18055255068238144,-0.6941123776777591,0.33983690860038535,-0.765061767507706,0.5530809654839693,-0.5306712315231771,0.6435373292048427,-0.5115361913728124,-0.36410235423037074,-0.6432539994390302,-0.0024668005044863606,-0.3347658765010577,-0.16236963595424797,-0.4541043723849508,-0.12564071848410052,-0.34903408256878254,0.11072189751930307,-0.4436384877354794,-0.549859268703517,-0.6587479775421089,Blues
-0.7114792867427497,-0.7332468858156527,-0.5785990012752527,-0.5420071471134145,0.04930729449804927,-0.1578884732802075,-0.625423739317431,-0.41862055401709486,-0.35957286421322565,-0.05249807455134925,-0.7313019160712655,-0.9013198299995597,-0.9999999999999998,-1.0,0.12931780829681372,-0.16548813610914825,0.5534689694740138,-0.4357511336485834,-0.057921942661988496,-0.08581158839662217,0.0521374853423866,-0.32718136203458636,-0.4576547576929979,-0.42056289672053393,0.0051484599930749775,-0.3746394566643352,-0.5882224889534851,-0.4773966332095846,0.06805531913914495,-0.26169186222262164,0.051625426645582784,-0.3315688026468453,-0.29082466519690287,-0.3789597125942361,-0.3150845257879078,-0.8820933756485857,-0.18814802452525017,-0.7022230729709896,-0.22139746897759927,-0.6050311524714013,-0.721120264188653,-0.20508532827101467,-0.6230567961811555,-0.5318442962391814,0.25885323420698536,0.47972631323596415,-0.48366868638761484,-0.38166469769016953,-0.8164253579050496,-0.6709400201295341,-0.27686724788926564,0.5231460459829986,-0.2089617902475499,-0.09618082729682254,0.1828256210625563,0.36213776475344517,-0.5424205497592647,-0.4680546212586115,-0.396989552544612,0.07124723967323288,-0.28100600765563877,0.5274608473166893,-0.056942521569083304,0.33105906709051425,-0.09071009604513108,-0.4704296374475644,-0.19110693927893513,-0.5451897995455995,0.06361836003295102,-0.6231764199644567,0.19305559198315028,-0.609127111180864,0.16383319577428873,-0.5278287646356161,0.2253495002342749,-0.3961385342125723,0.413946991487767,-0.7167953443795229,0.4687685250767545,-0.667064230098265,0.4492605921885465,-0.18460330095271993,0.5585587984838771,-0.6780487190118928,-0.0014011016150373423,-0.6931882254603405,-0.08050652107842421,-0.426260415458799,0.14910834801466374,-0.6962603900560715,-0.46797866214416306,-0.5676579912158171,0.2984031980140114,-0.562417977278233,-0.5209672177588485,-0.653137519412042,Blues
-0.49741367906494693,-0.34162575829274866,-0.5237934699802806,-0.392305006854193,0.4101334864509858,0.053986209139041286,-0.39340980782221224,-0.20822164441701152,-0.0871435642894467,-0.239474410865254,-0.6174828018289393,-0.6670864331627367,-0.15809523809523784,-1.0,0.22907149810522298,-0.132994567064194,0.08606734004994987,0.3299703523678057,-0.28764251286268827,-0.0822158214878923,0.18059706550168797,0.06882448108584538,0.15952617066082214,1.0000000000000002,-0.1382226483073699,0.2775998648244644,-0.46104138851096343,0.3426096156643952,-0.05288093911717889,-0.08391384427025206,0.058499934878469606,-0.1661530258032491,-0.6827930059937936,0.466578680603708,-0.22164883230065852,-0.537326966229523,-0.03855741450409066,-0.6800145997721727,-0.010023632725921772,-0.5116834842532308,-0.053410575534124205,0.7468332557908424,-0.5633063951641136,0.05192937783884988,-0.7796135029214941,-0.2616943717360467,-0.704979716308533,0.09913679366740547,-0.6048972675411963,-0.03486861464025437,-0.31486298140600677,0.6922198691980963,-0.5773975547461008,0.05405057403981384,-0.7417087119443351,-0.4350442621249305,-0.548918858330203,0.17794903831164932,-0.069609282993768,0.4768572556004591,-0.3003989008807497,0.7027750449268158,-0.2631800624594389,0.09211404699504144,-0.22441395312564671,-0.45029871468471094,-0.32531522596578205,-0.5968252151469831,-0.2339614484674407,-0.46398743371481566,0.048892577593945497,-0.22987482613318388,0.04730674282140279,-0.3187539692289555,0.2256029602660438,-0.08149984447345227,0.3784702768690387,-0.10521638464296923,0.5175244606685114,-0.2230499033456541,0.6359662173546983,0.09163253920603465,0.6473858688812132,0.28129444653563884,-0.1982523376735282,-0.30757703460997177,0.11113974541482602,-0.07364937506337399,0.027234627829232583,-0.0136131317419812,0.20238757028651802,0.2865426545631413,-0.10460015629047478,-0.04456793521973301,-0.18679886557346925,-0.3921923740679579,Blues
-0.5524239647481438,-0.7311962501616249,-0.3574228095801857,-0.6874185946543823,0.07180988740915728,0.06336798120473564,-0.4217313973017023,-0.5410153542970526,-0.09114423957771911,-0.18729327913709337,-0.7166471657248126,-0.886927579882853,-0.6772413793103447,-1.0,0.23527774787212252,-0.3006225352742341,0.3125470850098362,-0.6848115239667742,-0.21142075544751,-0.4527091250707209,0.20789249626668616,-0.36958189370468153,0.016781707436316705,-0.187127762669397,0.29188110645989485,-0.32438771578300574,-0.6422349085939346,0.12745819759371257,0.4973448359844791,0.1199542010147363,-0.14671992824435798,0.32235672191646536,-0.3756697081114884,0.45348582352565114,-0.07403507464479586,-0.5143834435106336,-0.3172257196587426,-0.7277253850356922,0.18504248574123328,-0.17226653225521593,-0.1341163622184881,0.29553080113126806,0.139049335238983,0.5868809213729211,-0.19010194077018572,0.060961242393804405,-0.4539538115076144,0.15811575789882992,-0.4608418546075427,0.01857032120896651,-0.4406457705914332,-0.009512727483712125,-0.42313699545394556,-0.02474285389345421,-0.09563571564803097,0.4318292869188396,-0.22702625589791614,-0.005548397917254366,-0.012291551541630419,0.21824863016578577,0.04853523643773894,0.4410454656457259,-0.20935426927382472,-0.06222556990910455,-0.115396556337932,-0.5942384519763562,-0.20074891259192573,-0.6830035768286962,0.09366222520232118,-0.6038269364378503,0.34066099067368116,-0.6860203627107941,0.5164062530011753,-0.7895220255626942,0.48955968146404927,-0.6126486987395263,0.48292460367102563,-0.5538909995488981,0.6121474385392377,-0.6167276541922222,0.6494204496473894,-0.37599158709840075,0.6825244716332293,-0.4725607602751736,-0.04822239014496853,-0.6985243540009326,0.00804653086951694,-0.7542367366856821,0.030873672227494736,-0.5378207712587094,0.08529776536899616,-0.5680293438040309,0.3337986609763695,-0.6303302485503481,-0.16732361679561047,-0.7698891673153326,Blues
-0.3865849585576173,-0.516243584829118,-0.15666840250738168,-0.516733082720793,0.19140643510178812,0.5573458660055326,-0.2195016143925731,-0.28588397563851475,-0.21664232229202351,-0.39209143738684427,-0.6104624627614993,-0.6883929950209469,-0.7651612903225804,-1.0,0.5058386241177224,-0.5626758279637314,0.13119863376071605,-0.42780777860797303,-0.061568194783595515,-0.5095876004632817,0.3441877956509911,-0.4330313399514476,-0.13981518784029848,-0.49104487747967507,0.28031970416220997,-0.18210382237091194,-0.5471887700864585,-0.6274501597183254,0.5700867210686463,-0.2807764585899659,-0.08890872066362154,-0.7828718825672472,0.4548254161769424,-0.6197594322004352,-0.05175103108038187,-0.8163431776311019,0.27284853455644237,-0.7785956590694918,-0.3522899106937616,-0.6343004725703764,-0.37771265422637224,0.008403361195610692,-0.40677847377819176,-0.07844271245373569,-0.21479786442670767,0.29057985977188494,-0.11204824918867562,0.05405488487528509,0.07717793446965704,0.5083557299683257,-0.14042555562150782,0.22765962681759166,0.3111148524220686,0.3667778106118007,-0.27315821915794447,-0.010572302587197768,-0.3214418117255583,-0.13595275924423156,0.023400522696097825,0.31946805356027097,-0.4114330019246163,0.013804659792433283,0.0019109402061237013,0.27162155884699035,0.1940681446569271,-0.4162232261105665,0.5921813034993915,-0.5691874793694316,0.7263728063341668,-0.7034157410067297,0.5862783225329535,-0.6640075435903905,0.4242125023315797,-0.6937015796296713,0.5783064015794995,-0.6949411861793748,0.5622239368924766,-0.605955704281064,0.6809576937888924,-0.7636917375135872,0.7408203347558021,-0.5937262825074743,0.6992425202311622,-0.6485740501153574,0.21561199204776582,-0.7976153551540077,-0.1342166144660914,-0.7318003252514511,0.2887176377771463,-0.73550881624341,0.17967034475124838,-0.45296402950028714,0.06886634109699702,-0.5006315828967376,-0.3769539493956034,-0.8194229600884035,Blues
-0.30241809164742195,-0.4617188089990445,-0.13088971287762896,-0.5332499312167823,-0.016840912921194384,0.2735450989143302,-0.12116310632680749,-0.3280901237030601,-0.3643458546677767,-0.5754694984244354,-0.5164762212983478,-0.6765889617510417,-0.45919999999999983,-1.0,0.15937447670346094,-0.2097360173653675,0.01837425056886044,-0.2570617650304098,0.012627815027406356,-0.30363148907820914,0.28435260682348884,-0.17023197423486702,-0.5004921199226328,-0.01985684969279622,0.24190450566447613,0.4491531872943295,-0.19862910237864084,0.00633292719097267,0.2801668104172927,-0.2901889932129953,-0.10947080391827158,-0.4373309218912398,-0.11599020398535745,-0.19534342680887673,-0.21775948646463777,-0.6075645928898737,0.22286281243660166,-0.6496880992501273,0.17427241087404605,-0.6707049794064724,-0.05214359937228974,0.6010713668123424,0.08870689536843757,0.5112011590729597,0.17725446113813792,0.5545339623516006,-0.3775697106608873,0.11140370375324715,-0.794238564106911,-0.6515213791402611,-0.748538866994438,-0.16436902705560952,-0.7312148584957219,-0.36517733713120015,-0.3014131221823285,0.4331260477615422,-0.40760905786732304,0.1712729674327429,-0.4990135617278879,-0.04099728800819391,-0.7221426807267632,-0.2480728915807522,-0.5186529477434569,-0.025018458916022057,0.2253477111349783,-0.8122980788584466,0.042135271785810224,-0.7974853662219596,0.09974020809086939,-0.754390092412095,0.05762971279576887,-0.767235529438018,-0.006561815420850159,-0.6945863477688261,0.07627672897791316,-0.7249865046350717,0.09133795649615681,-0.47002853352299456,0.25971221897182056,-0.48464650967437894,0.3018124739548319,-0.18321338833893175,0.5440997642654318,-0.06164120810652185,0.03274360753330045,-0.40594653261962665,-0.0021418714897570995,-0.3906474838246059,0.17756095426508264,-0.29602527008415747,0.07429344394699058,-0.1816428108004826,0.07687725781975752,-0.42091541104508456,-0.45977063481556535,-0.4860734290389499,Blues
